id,price
2591820310,379318.88
7974200820,881343.0
7701450110,1111457.4
9522300010,1623955.4
9510861140,753221.5
1761300310,240835.69
7732410120,774880.06
7010701383,633056.44
291310170,412481.0
4232901990,574676.5
6840701125,607213.9
3971700580,390184.0
4202400078,246382.89
6064800090,326941.1
2626119028,196407.7
3303980660,1039554.06
862000020,881268.2
2386000070,993953.1
1138000450,358384.62
1775800420,458191.06
2291401425,450038.56
2025770560,814077.25
3525069037,640630.5
9324800450,492737.9
8080400136,546814.8
8651540040,513224.66
9407001790,251484.27
1773101530,159138.92
9432900250,329923.88
1794500695,649809.9
2220069003,332449.34
923000120,477407.16
5728000060,544951.6
16000200,241093.98
1926059094,437036.34
6672900220,1002644.4
3629860060,828705.75
1822069109,393897.38
6675500105,382782.06
249000180,1887583.5
226059065,515272.66
396100110,261498.3
9264450460,332654.22
7853361210,400719.75
9474700020,296322.2
421000455,241526.86
3755200220,426492.4
7960100075,462276.44
9477100490,407539.38
9138100350,730343.25
1624049275,456764.4
2770606890,482108.25
1157200189,368038.2
2770601800,558507.2
9301300805,555881.6
2325069032,1292060.6
1021079099,361475.97
7215730040,755184.4
1853200080,485357.38
3224600340,706317.2
3222049120,401911.53
2113700025,271737.94
7893207925,225186.12
3586501085,585962.94
8024200010,384847.94
7116500705,184098.19
1598600209,327808.72
7204200025,716197.94
4206901505,566855.75
2937300440,920418.6
7205000180,342434.4
8718500665,354326.2
5318101765,995532.6
4122700020,964449.75
8078700020,475638.44
3303980680,924041.3
8924100372,1106835.0
2781270210,210447.69
519000043,528669.0
3225069301,1295152.2
151000075,761131.3
2297400020,424273.78
6617500085,620725.56
104510180,245275.86
3528900060,1002046.94
3345100286,552035.1
1226039130,431339.97
8712100720,755554.6
3037200010,368386.53
3626039268,408595.6
104510230,253672.88
5112800060,399270.16
6072400280,649557.06
5317100570,1201803.0
9528102993,477286.5
2919201095,513868.7
6181400920,243789.88
185000161,245405.72
8691400010,736792.7
3345700165,550152.56
6151800486,233564.88
4340000080,1137923.4
4136960010,520169.03
3634100030,310652.94
1624059224,1133329.2
2788400090,244701.34
9828200762,426860.66
7524400250,545688.56
3528000290,735924.0
5700003630,1929319.0
2720069019,316910.25
7227501170,234443.69
2397101270,619529.75
6792100090,735849.6
2770602265,540351.44
3971700937,293557.8
422049203,213463.73
3076500830,282393.88
1423400260,278121.28
9161100795,452942.8
3126049052,488257.56
5100401468,395278.03
514500235,456114.5
1423200170,189272.36
1402100070,412553.38
624110020,752940.7
2407000145,214089.22
1890000225,774949.56
1320069271,347457.62
5490700085,338229.7
263000155,457863.44
3726800201,401758.62
5153200358,309453.9
2725079018,766836.2
7165700200,269143.34
9429000170,549460.94
8718500075,390910.7
1760650950,309922.0
1068000559,1139528.5
4113800500,649023.94
4077800507,548795.9
2725069150,711772.06
4008400035,678287.56
7016310270,429790.3
1432701230,216265.86
3278606050,325946.75
2473350710,386663.84
2185000685,159470.42
7792000025,397366.66
6868200029,476745.6
624069003,757816.25
7431500280,861622.4
3296000040,523552.78
1118001215,1654453.9
6453900040,760348.5
333100209,701830.5
34001765,665136.56
8946700100,371815.12
5561401210,598600.25
6671900095,361791.53
3275850020,713885.56
3876300600,413313.44
1450900020,268176.66
8562780280,324650.28
7663700973,331465.4
2126049032,375009.8
1823059159,194318.4
3438503426,265733.62
9297301495,485459.22
7140700850,370716.1
7942601805,690386.5
2555900030,365972.47
2887970040,245286.39
7419700010,632087.56
2239000011,366419.8
9283800050,354839.2
9407001340,265979.8
217500140,495850.5
7212660520,242032.98
3298201170,371478.06
3057000400,281384.16
6865200444,495430.3
6071600340,506879.3
6821600005,675759.8
1235100371,763799.2
7796450340,350851.03
3603000410,149182.08
9297300255,529756.1
9126100850,508620.12
2770601462,502075.0
2599001500,213945.11
1102000095,741500.0
1853080640,918071.8
9551201585,891051.9
3438500796,325021.4
7518504291,527788.44
9269200340,406023.3
715010130,1605456.8
1982201485,614219.8
9526500080,382775.47
9277200180,466052.34
6669150280,285417.9
8917100153,597189.6
3760500516,1048265.06
2725069050,908733.8
3332000091,339674.28
8562770080,588812.0
8151601190,254492.61
8563040160,627734.7
240000269,652113.7
4307350200,305497.66
1311910300,259630.88
3574900030,516759.34
7853230570,410126.72
320069049,344502.6
9839301060,621078.5
7011201333,581598.7
2781320100,278054.2
3421069120,471941.47
7852030320,446155.78
5316101075,2281710.0
5309100750,543690.2
629000730,755079.25
511700170,309574.34
1562100030,526203.75
2489200230,631330.94
524069116,473884.4
5315100737,989778.8
1868900675,877090.2
1608000120,335207.3
705700240,355852.44
7575600610,266422.3
1778500015,782940.44
5423500240,204520.78
6713700025,361806.38
2734100734,272362.16
301402280,190080.39
2113700205,287514.12
4114601570,3360181.5
3332000615,333028.78
3630050180,337861.22
6852700520,533255.1
6870310010,666921.44
6163900981,293987.3
393000142,400061.8
1771100130,335427.0
1442860160,400750.7
9191200435,556034.4
6788200800,859509.9
1115300070,705117.9
3176600105,736252.5
2770604665,571814.56
5469500580,403044.62
5680000545,485399.94
3424089119,506512.06
1328300180,338997.62
1773100922,336239.56
4123830480,325186.06
9808610190,898374.56
4250200140,275843.0
4217402115,3820628.5
3831250350,373623.66
2397101055,895497.06
6817850110,798087.2
7526800200,648509.75
7853370100,654420.6
2523089025,920330.9
9476200680,246439.06
5714200140,404094.56
3575304895,561699.9
263000018,410450.3
8080400177,535246.25
6450304130,315217.16
514500090,577371.56
9477000300,443944.5
853600310,1308899.1
1951600240,198045.97
1099900120,349021.53
5323100120,561308.44
1223089016,430812.53
522059172,263864.12
1930300190,664795.4
9542840410,306034.78
8665050530,493398.1
5592900205,347318.16
5450300010,638816.7
2459960030,343626.8
3331500455,564817.56
3432500705,419111.72
3702900165,315383.75
5249803550,626425.0
626049058,420341.0
1788900380,166218.06
8075400360,219107.9
9113200250,717433.94
2738640040,657389.4
7821200307,462130.97
3530440140,229949.9
3582700130,450800.6
9276200569,693257.8
7197800020,585572.44
686200490,511062.9
3501600100,399677.8
6383000690,574764.75
7604400150,358906.56
5249801411,660701.0
2607720420,460100.62
9561100010,382674.0
1796370590,244888.11
4077800593,364880.25
854000165,254506.94
5536100010,804611.4
4188000670,814200.7
31000165,1344384.1
662350050,909589.56
4137000280,279912.88
6169901130,1159347.1
1953400510,244136.08
7518506716,969720.56
1552520010,378108.97
7955080270,332384.03
9212900100,529412.7
3438500798,322456.4
7899800890,237242.77
4319200605,489036.72
1329300480,367864.84
8935100100,737284.7
5016001260,417672.1
4337600280,295911.28
1446401220,188070.05
7135521530,663510.25
6888900115,226463.02
