bedrooms,bathrooms,sqft_living_capped,sqft_lot,floors,waterfront,view,condition,grade,lat,long,house_age,bathroom_per_bedroom,log_price
0.6774021493321546,0.17896267804791682,-0.29308048040038065,-0.1449515771541771,0.9229429411220955,-0.08378769440435992,-0.3069636866532479,-0.6260004861423077,-0.5576114606547388,-0.9000339785025712,0.19275875722397606,0.3456634346211616,-0.22769635823569379,12.501142362015882
-0.3941320985964968,0.5056668168561931,-0.5351676714631888,-0.31113528252885125,0.9229429411220955,-0.08378769440435992,-0.3069636866532479,0.9088417283306415,-0.5576114606547388,-1.1371389566541346,0.19275875722397606,-0.7097709623077708,0.9141286704782199,12.409017571151187
0.6774021493321546,0.5056668168561931,-0.3968321337130127,-0.16045724836241546,0.9229429411220955,-0.08378769440435992,-0.3069636866532479,-0.6260004861423077,0.29634962832415923,-2.0985707278174033,-0.7066690758397407,-0.7778635040451213,0.09853936425399576,12.206077645517674
-1.465666346525148,0.17896267804791682,-0.9501742847137169,-0.3647869654636693,0.9229429411220955,-0.08378769440435992,-0.3069636866532479,-0.6260004861423077,-0.5576114606547388,-0.20679106982166245,1.0065267966625768,-1.2885575670752498,1.729717976702444,12.772805901234461
-0.3941320985964968,-0.1477414607603594,-0.9040624387969916,-0.038936057730407946,-0.918625610936506,-0.08378769440435992,-0.3069636866532479,-0.6260004861423077,-0.5576114606547388,-1.3677380055271386,0.9993884805271168,-0.7778635040451213,0.09853936425399576,12.354496960983985
0.6774021493321546,1.8124833720892979,0.6176284764549451,-0.2515852628719624,0.9229429411220955,-0.08378769440435992,-0.3069636866532479,-0.6260004861423077,0.29634962832415923,0.9693363675337509,-1.2920109989446316,-1.0842799418631983,1.403482254212754,13.490474083050811
-1.465666346525148,-1.4545580159934643,-1.157677591338981,-0.1974957121455496,-0.918625610936506,-0.08378769440435992,-0.3069636866532479,0.9088417283306415,-1.4115725496336369,1.3416200984729036,-0.7209457081105595,0.686126143307914,-0.9889130440449698,12.611524420216115
-0.3941320985964968,-0.1477414607603594,0.0758142869334222,0.5228998327435175,-0.918625610936506,-0.08378769440435992,-0.3069636866532479,0.9088417283306415,0.29634962832415923,1.3604150052776074,0.6496109898911931,-0.6076321497017451,0.09853936425399576,13.68767832281738
-0.3941320985964968,-1.4545580159934643,-1.1461496298597997,-0.22417989050391326,-0.918625610936506,-0.08378769440435992,-0.3069636866532479,-0.6260004861423077,-0.5576114606547388,-1.6120717939881837,-0.5496261208603277,0.1413858094091102,-1.5326392481944524,12.07254696717504
-0.3941320985964968,0.17896267804791682,-1.2291509525099054,-0.3612067523441591,0.9229429411220955,-0.08378769440435992,-0.3069636866532479,-0.6260004861423077,-0.5576114606547388,0.9946372036170137,-1.092138147152762,-1.2204650253378995,0.5063340173661078,12.676079399771027
1.7489363972608059,0.5056668168561931,0.5138768231423131,-0.17560232256581104,-0.918625610936506,-0.08378769440435992,-0.3069636866532479,0.9088417283306415,-0.5576114606547388,1.1601769597045288,0.2998334992553709,-0.19907689927764222,-0.44518683989548685,13.07107218827772
1.7489363972608059,1.4857792332810218,2.1969591991027886,-0.17614321807307518,0.9229429411220955,-0.08378769440435992,2.3138287268113267,-0.6260004861423077,1.1503107173030573,1.5592072887888409,-1.220627837590436,-0.2671694410149927,0.37040246632873686,13.81049902116535
